Date,Type,Country,Sex,Species
1944-12-02,Provoked,USA,,tiger shark
1944-11-08,Sea Disaster,SIERRA LEONE,M,
1944-11-01,Invalid,AUSTRALIA,M,
1944-10-26,Sea Disaster,PHILIPPINES,M,
1944-10-26,Sea Disaster, PHILIPPINES,M,
1944-10-25,Sea Disaster,PHILIPPINES,M,
1944-10-25,Unprovoked,PHILIPPINES,M,
1944-10-24,Sea Disaster,,M,
,Watercraft,AUSTRALIA,,
1944-09-03,Unprovoked,USA,M,
1944-09-01,Unprovoked,CARIBBEAN SEA,M,
1944-08-20,Unprovoked,SOUTH AFRICA,M,
,Unprovoked,SOUTH AFRICA,M,white shark
1944-06-23,Invalid,NORTH PACIFIC OCEAN,M,invalid
1944-05-31,Unprovoked,USA,F,blacktip shark
,Unprovoked,SAMOA,,5' shark
1944-05-04,Unprovoked,PANAMA,M,white shark
1944-04-01,Unprovoked,NICARAGUA,,bull shark
1944-03-26,Unprovoked,SOUTH AFRICA,M,
1944-03-26,Unprovoked,SOUTH AFRICA,M,
1944-03-14,Unprovoked,SOUTH AFRICA,M,
1944-02-27,Unprovoked,SOUTH AFRICA,M,2.1 m [7'] shark
1944-02-18,Unprovoked,INDIA,M,
1944-01-20,Unprovoked,SOUTH AFRICA,M,
1944-01-16,Watercraft,AUSTRALIA,M,14' shark
1944-01-14,Unprovoked,AUSTRALIA,M,
1944-01-04,Unprovoked,SOUTH AFRICA,M,
,Sea Disaster,SOUTH PACIFIC OCEAN,M,
1970-01-01,Sea Disaster,ITALY,M,
1970-01-01,Unprovoked,NEW GUINEA,M,
1943-12-12,Unprovoked,SOUTH AFRICA,M,
1943-12-04,Sea Disaster,USA,M,
1943-11-21,Unprovoked,SOUTH AFRICA,M,
1943-11-11,Sea Disaster,PACIFIC OCEAN,M,
1943-10-26,Invalid,USA,M,shark involvement prior to death unconfirmed
1943-09-23,Unprovoked,PANAMA,M,white shark
1943-08-01,Sea Disaster,ITALY,M,
1943-07-18,Sea Disaster,USA,M,
1943-07-01,Watercraft,PORTUGAL,,
1943-07-01,Invalid,MEXICO,M,invalid
1943-06-16,Watercraft,AUSTRALIA,M,white shark
1943-05-27,Invalid,PACIFIC OCEAN,M,invalid
1943-05-17,Sea Disaster,CENTRAL PACIFIC,M,
1943-05-17,Sea Disaster,CENTRAL PACIFIC,M,
1943-05-14,Sea Disaster,AUSTRALIA,M,
,Sea Disaster,INDIAN OCEAN,M,blue shark
1943-04-05,Invalid,USA,M,shark involvement prior to death unconfirmed
1943-03-21,Unprovoked,SOUTH AFRICA,M,
1943-03-14,Sea Disaster,SIERRA LEONE,,
1943-03-02,Sea Disaster,BRAZIL,,
,Sea Disaster,PAPUA NEW GUINEA,,
1943-01-26,Sea Disaster,PACIFIC OCEAN,M,
,Unprovoked,MEXICO,,
1970-01-01,Unprovoked,SOLOMON ISLANDS,M,
1943-01-01,Unprovoked,IRAQ,M,
,Unprovoked,USA,M,"""small sharks"""
,Unprovoked,USA,M,"""small sharks"""
1970-01-01,Unprovoked,USA,M,
1942-12-26,Unprovoked,AUSTRALIA,F,bull shark
1942-11-28,Sea Disaster,SOUTH AFRICA,M,white shark
1942-11-25,Unprovoked,SOUTH AFRICA,M,
1942-11-16,Sea Disaster,SOLOMON ISLANDS,M,
1942-11-21,Sea Disaster,INDIAN OCEAN,M,
1942-11-13,Sea Disaster,SOLOMON ISLANDS,M,
1942-11-13,Sea Disaster,SOLOMON ISLANDS / VANUATU,M,
1942-11-12,Sea Disaster,SOLOMON ISLANDS,M,
1942-11-01,Unprovoked,SOUTH AFRICA,M,white shark
1942-11-01,Provoked,PACIFIC OCEAN,M,
1942-11-01,Sea Disaster,,M,
1942-10-12,Sea Disaster,SOLOMON ISLANDS,M,
1942-09-30,Sea Disaster,ATLANTIC OCEAN,,
1942-09-12,Sea Disaster,ATLANTIC OCEAN,M,
1942-09-12,Unprovoked,AUSTRALIA,M,tiger shark
,Sea Disaster,SOUTHWEST PACIFIC OCEAN,M,tiger shark
1942-08-08,Sea Disaster,SOLOMON ISLANDS,M,
1942-07-12,Sea Disaster,ATLANTIC OCEAN,M,
1942-07-06,Provoked,ITALY,M,porbeagle shark
,Sea Disaster,BAY OF BENGAL,M,
,Invalid,BRAZIL,M,shark involvement prior to death unconfirmed
1942-06-04,Unprovoked,USA,M,
1942-06-01,Unprovoked,,M,
1942-05-09,Unprovoked,AUSTRALIA,M,
1942-04-05,Invalid,INDIAN OCEAN,,invalid
1942-03-08,Sea Disaster,CUBA,M,
1942-03-04,Invalid,AUSTRALIA,M,invalid
1942-01-18,Watercraft,AUSTRALIA,,
1942-01-04,Unprovoked,AUSTRALIA,F,bull shark
1942-01-01,Provoked,AUSTRALIA,M,3 m [10'] shark
1970-01-01,Sea Disaster,INDONESIA,M,
,Watercraft,AUSTRALIA,M,
,Unprovoked,PHILIPPINES,M,
1970-01-01,Watercraft,SOUTH AFRICA,,
1970-01-01,Watercraft,SOUTH AFRICA,,said to involve a 6.5 m [21.5'] shark
1970-01-01,Unprovoked,BAHAMAS,M,1.2 m to 1.5 m [4' to 5'] shark
1970-01-01,Sea Disaster,,M,
1970-01-01,Sea Disaster,MID-PACIFC OCEAN,M,
1970-01-01,Sea Disaster,SOUTHWEST PACIFIC OCEAN,M,tiger shark
1942-01-01,Watercraft,,M,
1970-01-01,Unprovoked,PANAMA,M,
1941-12-07,Sea Disaster,SOUTH ATLANTIC OCEAN,,bull shark
1941-12-03,Unprovoked,AUSTRALIA,M,
1941-11-27,Sea Disaster,SOUTH ATLANTIC OCEAN,M,tiger shark
1941-11-27,Sea Disaster,SOUTH ATLANTIC OCEAN,M,tiger shark
1941-11-25,Sea Disaster,SOUTH ATLANTIC OCEAN,,
1941-11-19,Sea Disaster,AUSTRALIA,M,
1941-09-25,Unprovoked,CARIBBEAN SEA,M,
,Provoked,USA,,
1941-08-05,Invalid,AUSTRALIA,M,shark involvement prior to death unconfirmed
1941-08-01,Unprovoked,USA,M,
1941-07-22,Watercraft,USA,,mako shark
1941-07-01,Provoked,USA,M,100-lb shark
1941-06-15,Provoked,USA,M,2.1 m [7'] shark
1941-06-01,Sea Disaster,PACIFIC OCEAN,M,
1941-03-24,Sea Disaster,SOUTH ATLANTIC OCEAN,M,
1941-03-09,Provoked,USA,M,mako shark
1941-02-13,Provoked,AUSTRALIA,M,
1941-02-01,Provoked,JAMAICA,M,
1941-01-29,Unprovoked,SOUTH ATLANTIC OCEAN,M,
1941-01-01,Sea Disaster,ATLANTIC OCEAN,M,
1941-01-01,Unprovoked,SOLOMON ISLANDS,M,
1970-01-01,Unprovoked,IRAN,M,
1970-01-01,Unprovoked,IRAN,M,
1970-01-01,Unprovoked,IRAN,M,
1970-01-01,Unprovoked,IRAN,M,
1970-01-01,Unprovoked,IRAN,M,
1970-01-01,Unprovoked,PAPUA NEW GUINEA,M,
1940-12-28,Unprovoked,AUSTRALIA,M,
1940-12-20,Unprovoked,SOUTH AFRICA,M,
,Unprovoked,AUSTRALIA,M,
1940-12-10,Provoked,AUSTRALIA,M,
1940-09-01,Unprovoked,PANAMA,M,5.5 m [18'] shark
1940-07-13,Unprovoked,USA,M,
1940-07-13,Unprovoked,USA,M,
1940-06-30,Unprovoked,USA,M,3 m [10'] shark
1940-03-31,Unprovoked,SOUTH AFRICA,M,white shark
1940-03-20,Unprovoked,AUSTRALIA,M,wobbegong shark
1940-02-22,Unprovoked,SOUTH AFRICA,M,white shark
1940-02-20,Watercraft,AUSTRALIA,,
1940-02-04,Unprovoked,AUSTRALIA,M,
1940-01-29,Unprovoked,AUSTRALIA,M,"""a small shark"""
1940-01-23,Unprovoked,AUSTRALIA,M,3 m [10'] shark
1940-01-15,Unprovoked,AUSTRALIA,M,
1940-01-07,Unprovoked,SOUTH AFRICA,M,2.4 m [8'] shark
1940-01-01,Unprovoked,AUSTRALIA,M,
,Watercraft,SLOVENIA,,white shark
1970-01-01,Unprovoked,NEW GUINEA,F,
1970-01-01,Unprovoked,PAPUA NEW GUINEA,,
1940-01-01,Invalid,SOUTH AFRICA,,questionable incident
1970-01-01,Invalid,SOUTH AFRICA,F,questionable incident
1970-01-01,Invalid,SOUTH AFRICA,F,questionable incident
1939-12-28,Invalid,AUSTRALIA,M,"questionable incident, said to involve a 6' shark"
1939-12-14,Unprovoked,AUSTRALIA,M,2.6 m [8.5'] shark landed 2 hours later
1939-11-23,Watercraft,AUSTRALIA,,blue shark
1939-11-11,Provoked,AUSTRALIA,,whaler shark
1939-11-09,Watercraft,AUSTRALIA,,
1939-11-06,Watercraft,AUSTRALIA,,
,Unprovoked,SAMOA,M,
,Unprovoked,AUSTRALIA,M,tiger shark
1939-10-04,Unprovoked,USA,M,1.5 m [5'] shark
,Unprovoked,AUSTRALIA,M,tiger shark
1939-08-01,Provoked,USA,M,
1939-07-18,Sea Disaster,PACIFIC OCEAN,,
1939-07-16,Provoked,BAHAMAS,M,nurse shark
1939-07-14,Provoked,USA,M,18' shark
1939-05-03,Unprovoked,USA,M,
1939-04-12,Unprovoked,PAPUA NEW GUINEA,M,
1939-03-24,Unprovoked,PAPUA NEW GUINEA,M,"""a large shark"""
1939-02-26,Unprovoked,INDIA,M,
1939-02-26,Provoked,NEW ZEALAND,M,7' shark
1939-01-12,Unprovoked,AUSTRALIA,M,7' shark
,Sea Disaster,SRI LANKA,F,
,Watercraft,BAHAMAS,,tiger shark
1970-01-01,Unprovoked,VENEZUELA,M,
1970-01-01,Unprovoked,CURACAO,M,tiger shark
1970-01-01,Unprovoked,PAPUA NEW GUINEA,M,
1938-12-27,Unprovoked,AUSTRALIA,M,
1938-10-05,Provoked,AUSTRALIA,M,tiger shark
1938-08-29,Unprovoked,CHINA,M,
1938-08-18,Provoked,USA,M,
1938-07-18,Unprovoked,USA,M,
,Provoked,TURKEY,M,
1938-07-17,Provoked,USA,M,
1938-07-12,Unprovoked,AUSTRALIA,M,
1938-06-17,Unprovoked,NICARAGUA,,bull shark
1938-06-08,Unprovoked,AUSTRALIA,M,6' shark
1938-05-26,Unprovoked,COSTA RICA,M,
1938-05-15,Unprovoked,IRAQ,M,bull shark
,Unprovoked,INDIA,,
,Unprovoked,FIJI,M,
1938-03-08,Unprovoked,AUSTRALIA,M,
1938-01-21,Provoked,AUSTRALIA,M,tiger shark
1938-01-18,Provoked,SOUTH AFRICA,M,
1938-01-14,Invalid,AUSTRALIA,M,questionable incident
1938-01-02,Unprovoked,AUSTRALIA,M,
,Unprovoked,EGYPT,M,
1938-01-01,Unprovoked,TRINIDAD & TOBAGO,M,"""grey-colored shark"""
1938-01-01,Provoked,USA,M,
1970-01-01,Unprovoked,AUSTRALIA,M,
1970-01-01,Unprovoked,SOUTH AFRICA,M,
1937-11-13,Sea Disaster,USA,M,
1937-11-11,Unprovoked,AUSTRALIA,M,12' shark
,Sea Disaster,SOLOMON ISLANDS,M,
1937-10-27,Unprovoked,AUSTRALIA,M,tiger shark
1937-10-27,Unprovoked,AUSTRALIA,M,tiger shark
1937-10-24,Unprovoked,AUSTRALIA,M,2.4 m [8'] shark
1937-10-24,Unprovoked,AUSTRALIA,M,2.6 m [8.5'] shark
,Provoked,CROATIA,M,
1937-09-12,Watercraft,SCOTLAND,,basking shark
1937-09-11,Watercraft,SCOTLAND,,basking shark
1937-09-01,Unprovoked,SCOTLAND,M,basking shark
1937-08-31,Unprovoked,AUSTRALIA,M,tiger shark
1937-08-16,Invalid,TURKEY,M,invalid
1937-08-02,Unprovoked,PANAMA,M,
,Unprovoked,AUSTRALIA,M,
1937-07-07,Invalid,ITALY,,invalid
,Unprovoked,GREECE,,
1937-06-15,Provoked,AUSTRALIA,M,"whaler shark, 4 m [13'] "
1937-06-15,Unprovoked,USA,M,
1937-05-30,Provoked,USA,M,4' shark
1937-05-15,Unprovoked,AUSTRALIA,M,2 days later a 600-lb shark was caught 100 yards from the site
1937-03-26,Invalid,AUSTRALIA,M,shark involvement prior to death was not confirmed
1937-03-09,Invalid,AUSTRALIA,M,shark involvement prior to death was not confirmed
1937-02-13,Unprovoked,AUSTRALIA,M,white shark
1937-02-11,Unprovoked,AUSTRALIA,M,
1937-02-04,Watercraft,AUSTRALIA,,
1937-02-03,Provoked,AUSTRALIA,M,blue shark
1970-01-01,Invalid,AUSTRALIA,M,shark involvement prior to death was not confirmed
1937-01-27,Provoked,AUSTRALIA,M,nurse shark
1970-01-01,Unprovoked,AUSTRALIA,M,
1936-12-30,Unprovoked,USA,M,6 m [20']  shark
1936-12-19,Watercraft,AUSTRALIA,,3 m [10'] shark
1936-12-15,Provoked,AUSTRALIA,,
1936-12-12,Unprovoked,AUSTRALIA,M,
1936-12-01,Watercraft,AUSTRALIA,M,white shark
1936-11-27,Provoked,AUSTRALIA,M,0.9 m [3']  shark
,,VIETNAM,M,
1936-09-04,Unprovoked,USA,M,
1936-08-24,Unprovoked,AUSTRALIA,M,tiger shark
1936-08-13,Unprovoked,ICELAND,M,
1936-08-11,Provoked,CANADA,,"shovelnose shark, 6 m [20'] "
,Unprovoked,AUSTRALIA,M,
1936-08-01,Watercraft,USA,M,
1936-07-25,Unprovoked,USA,M,white shark
1936-07-12,Watercraft,USA,,blue shark
1936-07-07,Unprovoked,AUSTRALIA,M,
1936-07-01,Watercraft,SOUTH AFRICA,,
1936-06-26,Unprovoked,AUSTRALIA,M,tiger shark
1936-06-06,Unprovoked,USA,M,
1936-04-22,Unprovoked,AUSTRALIA,M,tiger shark
,Unprovoked,AUSTRALIA,M,
1936-03-30,Provoked,USA,M,650-lb shark
1936-03-12,Unprovoked,AUSTRALIA,M,
1936-03-19,Unprovoked,AUSTRALIA,M,
1936-03-04,Watercraft,AUSTRALIA,,
1936-02-23,Provoked,AUSTRALIA,F,
,Unprovoked,AUSTRALIA,M,10' shark
1936-02-04,Unprovoked,AUSTRALIA,M,white shark
1936-01-22,Unprovoked,AUSTRALIA,M,white shark
1936-01-05,Invalid,AUSTRALIA,M,shark involvement prior to death was not confirmed
1936-01-01,Provoked,AUSTRALIA,M,2.3 m [7'] shark
1936-01-01,Unprovoked,AUSTRALIA,M,
1935-12-23,Provoked,AUSTRALIA,,4.3 m [14'] shark
1935-11-13,Unprovoked,AUSTRALIA,M,
1935-09-21,Unprovoked,USA,M,
,Unprovoked,PAPUA NEW GUINEA,M,
1935-08-26,Unprovoked,AUSTRALIA,M,3.7 m [12'] shark
1935-08-24,Invalid,UNITED KINGDOM,M,invalid
1935-08-13,Unprovoked,AUSTRALIA,M,
1935-07-27,Invalid,USA,M,invalid
1935-07-27,Invalid,USA,M,invalid
1935-07-05,Unprovoked,PANAMA,M,
1935-07-01,Unprovoked,CROATIA,F,
1935-06-18,Unprovoked,USA,M,4.6 m [15'] shark
,Unprovoked,SOLOMON ISLANDS,M,
1935-06-01,Watercraft,AUSTRALIA,,
1935-06-01,Unprovoked,PAPUA NEW GUINEA,,
1935-05-19,Provoked,SOUTH AFRICA,M,white shark
1935-05-12,Unprovoked,AUSTRALIA,M,1.8 m [6'] shark
1935-04-25,Invalid,AUSTRALIA,M,invalid
,Unprovoked,,F,
,Unprovoked,USA,M,
1935-03-30,Unprovoked,AUSTRALIA,M,
,Provoked,SOUTH AFRICA,M,
1935-03-20,Unprovoked,AUSTRALIA,M,tiger shark
1935-03-13,Provoked,AUSTRALIA,M,blue shark
1935-03-11,Unprovoked,AUSTRALIA,M,
1935-03-09,Unprovoked,AUSTRALIA,M,white shark
1935-03-02,Unprovoked,AUSTRALIA,M,white shark
1935-02-14,Unprovoked,AUSTRALIA,M,
1935-01-24,Unprovoked,AUSTRALIA,M,tiger shark
1935-01-24,Watercraft,AUSTRALIA,,2 sharks
,Invalid,ISRAEL,,shark involvement prior to death unconfirmed
1935-01-17,Invalid,AUSTRALIA,M,invalid
1934-12-31,Unprovoked,AUSTRALIA,F,tiger shark
1934-12-31,Unprovoked,AUSTRALIA,M,
1934-12-23,Unprovoked,AUSTRALIA,M,
1934-10-23,Unprovoked,AUSTRALIA,M,
1934-10-09,Unprovoked,AUSTRALIA,F,
1934-10-08,Provoked,BERMUDA,M,
1934-10-22,Unprovoked,AUSTRALIA,M,
1934-09-08,Provoked,BERMUDA,M,1.5 m [5'] shark
1934-08-27,Watercraft,ITALY,M,white shark
,Invalid,ITALY / CROATIA,F,invalid
1934-08-26,Unprovoked,AUSTRALIA,M,
1934-08-21,Unprovoked,CROATIA,F,white shark
1934-08-05,Unprovoked,USA,M,
1934-07-11,Watercraft,AUSTRALIA,N,blue shark
1934-06-21,Provoked,AUSTRALIA,M,blue shark
1934-06-20,Unprovoked,USA,M,
1934-04-15,Unprovoked,AUSTRALIA,M,
1934-04-01,Unprovoked,SOUTH AFRICA,M,
1934-04-01,Unprovoked,SOUTH AFRICA,M,
1934-04-01,Unprovoked,AUSTRALIA,M,4.3 m [14'] shark seen in vicinity
1934-03-12,Unprovoked,AUSTRALIA,M,4 m [13'] shark seen in vicinity
1934-03-01,Provoked,AUSTRALIA,,mako shark
1934-02-24,Unprovoked,AUSTRALIA,M,tiger shark
1934-02-22,Unprovoked,CHILE,M,
,Watercraft,TURKEY,M,
1934-01-27,Unprovoked,AUSTRALIA,M,
1934-01-07,Unprovoked,AUSTRALIA,M,4.3 m [14'] shark seen in area previous week
1934-01-01,Unprovoked,PHILIPPINES,M,
1933-11-20,Unprovoked,AUSTRALIA,M,tiger shark
1933-11-18,Unprovoked,AUSTRALIA,M,tiger shark
,Unprovoked,AUSTRALIA,M,
,Watercraft,ISRAEL,M,3 sharks
1933-08-28,Provoked,USA,M,blue shark
1933-08-28,Unprovoked,USA,M,
,Unprovoked,USA,F,
,Unprovoked,USA,M,tiger shark
1933-07-03,Unprovoked,AUSTRALIA,M,
1933-06-21,Unprovoked,USA,M,lemon shark
1933-06-16,Unprovoked,USA,F,
1933-06-13,Invalid,AUSTRALIA,M,invalid
1933-05-24,Sea Disaster,BARBADOS,,
1933-05-23,Provoked,AUSTRALIA,M,7' to 8' shark
,Unprovoked,AUSTRALIA,M,
1933-05-03,Sea Disaster,CUBA,M,
1933-04-10,Unprovoked,USA,M,bull shark
1933-02-26,Unprovoked,AUSTRALIA,M,10' shark
,Unprovoked,AUSTRALIA,M,4.4 m [14'] shark
1933-02-14,Watercraft,AUSTRALIA,,
1933-02-12,Provoked,AUSTRALIA,M,blue shark
1933-01-04,Unprovoked,AUSTRALIA,M,
,Unprovoked,AUSTRALIA,M,
,Provoked,NEW ZEALAND,M,
1932-11-08,Sea Disaster,CUBA,,
1932-10-31,Unprovoked,AUSTRALIA,M,mako shark
1932-10-11,Unprovoked,CAPE VERDE,M,
,Unprovoked,FIJI,M,
1932-08-30,Provoked,AUSTRALIA,M,
1932-08-30,Provoked,AUSTRALIA,M,
1932-08-10,Provoked,USA,M,16' 800-lb shark
1932-08-09,Unprovoked,AUSTRALIA,M,
1932-08-06,Provoked,BAHAMAS,M,
,Invalid,USA,M,shark involvement prior to death unconfirmed
1932-07-02,Watercraft,CANADA,M,white shark
1932-06-28,Provoked,USA,M,"250-lb ""dog shark"""
1932-06-26,Provoked,USA,M,
1932-06-20,Unprovoked,FIJI,F,
1932-05-12,Unprovoked,AUSTRALIA,M,
1932-05-01,Unprovoked,AUSTRALIA,M,
1932-04-16,Unprovoked,PHILIPPINES,M,
1932-04-16,Unprovoked,PHILIPPINES,F,
1932-02-16,Unprovoked,USA,M,
1932-02-13,Unprovoked,AUSTRALIA,M,
1932-02-08,Unprovoked,PHILIPPINES,M,
1932-01-27,Unprovoked,AUSTRALIA,M,a small shark
1932-01-11,Watercraft,AUSTRALIA,,nurse shark
1932-01-06,Provoked,MEXICO,M,
1932-01-01,Unprovoked,SOUTH AFRICA,M,tiger shark
1931-11-26,Unprovoked,AUSTRALIA,M,4 m [13'] shark
1931-09-27,Unprovoked,JAMAICA,M,
1931-09-21,Unprovoked,USA,M,
1931-09-21,Unprovoked,USA,F,hammerhead shark
1931-09-02,Invalid,USA,M,shark involvement prior to death unconfirmed
1931-08-31,Unprovoked,CUBA,M,
1931-08-30,Invalid,USA,M,shark involvement prior to death unconfirmed
1931-08-27,Watercraft,USA,,
1931-08-25,Unprovoked,CUBA,M,
1931-08-23,Unprovoked,CUBA,M,
1931-08-18,Unprovoked,USA,M,
,Unprovoked,USA,M,
1931-08-01,Unprovoked,AUSTRALIA,M,
,Unprovoked,FIJI,M,small sharks
1931-07-15,Unprovoked,USA,M,
1931-06-14,Unprovoked,USA,M,
1931-06-13,Provoked,USA,M,tiger shark
,Unprovoked,USA,M,6' shark
1931-05-02,Watercraft,AUSTRALIA,,"""a school of sharks"""
,Unprovoked,,M,
1931-03-22,Unprovoked,AUSTRALIA,M,
1931-03-16,Watercraft,TURKEY,,
1931-03-06,Provoked,AUSTRALIA,M,"1.8 m [6'] ""cocktail shark"
1931-02-10,Invalid,AUSTRALIA,M,shark involvement prior to death unconfirmed
1931-01-24,Unprovoked,AUSTRALIA,M,
1931-01-14,Unprovoked,AUSTRALIA,M,
1931-01-07,Unprovoked,AUSTRALIA,M,1.5 m [5'] shark
1970-01-01,Unprovoked,TONGA,M,
1970-01-01,Unprovoked,PAPUA NEW GUINEA,,
1930-12-25,Unprovoked,AUSTRALIA,M,
1930-12-13,Unprovoked,AUSTRALIA,M,
1930-12-02,Watercraft,AUSTRALIA,,7 shark's teeth found embedded in the woodwork of the boat
1930-12-01,Unprovoked,AUSTRALIA,M,
1930-11-30,Unprovoked,AUSTRALIA,M,
,Unprovoked,HONDURAS,M,
1930-01-01,Watercraft,AZORES,,
1930-08-31,Unprovoked,AUSTRALIA,M,
1930-08-16,Unprovoked,SPAIN,M,
1930-08-06,Unprovoked,USA,M,
1930-07-19,Unprovoked,CUBA,M,
1930-07-11,Unprovoked,USA,M,tiger shark
1930-06-04,Unprovoked,AUSTRALIA,M,
1930-05-27,Unprovoked,USA,M,
,Watercraft,TURKEY,M,
1930-05-11,Invalid,COSTA RICA,,shark involvement prior to death unconfirmed
1930-04-08,Invalid,SOUTH AFRICA,M,shark involvement prior to death unconfirmed
,Unprovoked,USA,M,
1930-02-20,Unprovoked,AUSTRALIA,M,
1930-02-15,Unprovoked,AUSTRALIA,M,white shark
,Provoked,AUSTRALIA,M,
1930-01-22,Watercraft,MEXICO,,
1930-01-16,Unprovoked,SOUTH AFRICA,M,white shark
1930-01-01,Sea Disaster,MAURITIUS,M,
1930-01-01,Unprovoked,OKINAWA,M,
1930-01-01,Unprovoked,SOUTH AFRICA,M,
1929-12-26,Unprovoked,AUSTRALIA,M,tiger shark
1929-12-21,Unprovoked,AUSTRALIA,M,
1929-12-16,Unprovoked,AUSTRALIA,F,"""a small shark"""
1929-12-13,Unprovoked,AUSTRALIA,M,
,Unprovoked,,M,
,Unprovoked,AUSTRALIA,M,
1929-11-29,Sea Disaster,KIRIBATI,M,
1929-11-21,Unprovoked,CUBA,M,
1929-10-20,Unprovoked,AUSTRALIA,M,
1929-10-02,Unprovoked,SPAIN,M,
1929-09-01,Unprovoked,AUSTRALIA,M,
1929-08-05,Unprovoked,USA,M,
1929-07-29,Unprovoked,MEXICO,M,
,Invalid,CAPE VERDE,F,shark involvement prior to death unconfirmed
1929-06-23,Provoked,USA,M,9-foot shark
1929-05-31,Unprovoked,AUSTRALIA,M,
,Unprovoked,AUSTRALIA,M,
,Unprovoked,AUSTRALIA,M,
1929-04-11,Provoked,AUSTRALIA,M,nurse shark
1929-04-09,Unprovoked,AUSTRALIA,M,
1929-04-04,Unprovoked,AUSTRALIA,M,
1929-03-16,Unprovoked,USA,M,
1929-03-12,Unprovoked,AUSTRALIA,M,
1929-03-04,Unprovoked,AUSTRALIA,M,"""a dog shark"""
1929-03-04,Unprovoked,AUSTRALIA,M,"""a dog shark"""
1929-02-18,Unprovoked,AUSTRALIA,M,
1929-02-09,Watercraft,AUSTRALIA,,blue shark
1929-02-08,Unprovoked,AUSTRALIA,M,
1929-01-27,Unprovoked,AUSTRALIA,M,
1929-01-14,Unprovoked,NEW ZEALAND,F,
1929-01-12,Unprovoked,AUSTRALIA,M,12' shark
1929-01-06,Watercraft,TURKEY,M,
1929-01-05,Unprovoked,FIJI,M,
,Invalid,AUSTRALIA,M,invalid
,Provoked,AUSTRALIA,M,"""a dog shark"""
1929-01-01,Provoked,USA,M,9' shark
1970-01-01,Unprovoked,AUSTRALIA,M,
1970-01-01,Unprovoked,USA,M,
1928-12-21,Unprovoked,AUSTRALIA,M,
1928-11-18,Provoked,USA,M,blue shark
,Watercraft,INDIA,M,
1928-11-12,Sea Disaster,USA,M,
1928-11-04,Unprovoked,PANAMA,M,moreno’s leg  & part of his swim suit found in 9' shark caught two hours after the attack. identified as carcharhinid shark by l. schultz & c. limbaugh on photograph
1928-09-01,Unprovoked,USA,M,
,Invalid,USA,M,7' shark
1928-07-11,Unprovoked,AUSTRALIA,M,
,Provoked,ITALY,M,white shark
,Unprovoked,USA,M,
1928-05-27,Invalid,INDIA,M,shark involvement not confirmed
,Unprovoked,AUSTRALIA,M,tiger shark
1928-04-14,Unprovoked,AUSTRALIA,M,
1928-04-09,Unprovoked,JAMAICA,M,
1928-04-06,Unprovoked,AUSTRALIA,M,4' shark
1928-04-04,Unprovoked,AUSTRALIA,M,
,Unprovoked,AUSTRALIA,M,
1928-02-20,Unprovoked,AUSTRALIA,M,
1928-02-01,Unprovoked,COSTA RICA,F,
1928-02-01,Unprovoked,COSTA RICA,M,
1928-01-27,Unprovoked,AUSTRALIA,M,
1928-01-21,Invalid,USA,,shark involvement not confirmed
,Invalid,USA,M,shark involvement not confirmed
1928-01-02,Unprovoked,SOUTH AFRICA,F,
1928-01-01,Unprovoked,SOUTH AFRICA,M,1.2 m [4'] shark
1970-01-01,Unprovoked,SOUTH AFRICA,M,
1927-12-28,Unprovoked,SOUTH AFRICA,M,white shark
1927-11-03,Sea Disaster,AUSTRALIA,,
1927-10-25,Sea Disaster,BRAZIL,,
1927-10-12,Unprovoked,AUSTRALIA,M,
1927-10-01,Unprovoked,FIJI,M,
1927-07-03,Watercraft,AUSTRALIA,,
1927-05-29,Sea Disaster,PHILIPPINES,,
,Unprovoked,AUSTRALIA,M,
1927-04-20,Unprovoked,AUSTRALIA,M,
1927-04-08,Unprovoked,AUSTRALIA,M,
1927-03-11,Unprovoked,AUSTRALIA,M,nurse shark
1927-02-14,Provoked,NICARAGUA,M,
1927-02-09,Unprovoked,AUSTRALIA,M,
1927-02-01,Provoked,NEW ZEALAND,M,mako shark
1927-01-20,Unprovoked,SOUTH AFRICA,M,tiger shark
,Unprovoked,USA,M,
1927-01-03,Unprovoked,AUSTRALIA,M,3.7 m [12'] shark
1927-01-01,Unprovoked,AUSTRALIA,M,
1970-01-01,Unprovoked,AUSTRALIA,M,
,Unprovoked,AUSTRALIA,M,
1926-11-17,Unprovoked,AUSTRALIA,M,
,Unprovoked,PAPUA NEW GUINEA,M,
1926-10-23,Unprovoked,AUSTRALIA,M,nurse shark
1926-10-23,Sea Disaster,BERMUDA,,
,Unprovoked,PAPUA NEW GUINEA,M,
1926-08-24,Unprovoked,USA,M,
1926-07-23,Unprovoked,ITALY,M,white shark
1926-07-12,Watercraft,USA,M,thresher shark
1926-07-08,Unprovoked,USA,M,white shark
1926-07-03,Invalid,SPAIN,M,"questionable, 2m shark suspected"
1926-05-18,Unprovoked,USA,M,white shark
1926-04-22,Unprovoked,SOUTH ATLANTIC OCEAN,M,
1926-04-07,Unprovoked,USA,F,"according to carlsmith, the shark's mouth was 3' wide"
1926-03-17,Unprovoked,AUSTRALIA,F,white shark
1926-01-26,Unprovoked,SOUTH AFRICA,M,blue shark
1926-01-01,Unprovoked,AUSTRALIA,M,
,Unprovoked,MONACO,M,
1970-01-01,Provoked,NEW ZEALAND,M,
1970-01-01,Unprovoked,SINGAPORE,F,
