Date,Type,Country,Sex,Species
2019-06-21,Unprovoked,BAHAMAS,M,
2019-06-16,Unprovoked,USA,M,
2019-06-17,Unprovoked,BAHAMAS,M,
2019-06-16,Unprovoked,USA,M,bull shark
2019-06-10,Unprovoked,USA,M,
,Unprovoked,AUSTRALIA,M,
2019-06-05,Unverified,AUSTRALIA,M,
2019-06-02,Unprovoked,USA,F,
2019-05-29,Unprovoked,NEW CALEDONIA,M,
2019-05-25,Unprovoked,USA,M,
2019-05-25,Unprovoked,NEW CALEDONIA,M,bull shark
2019-05-20,Unprovoked,USA,M,shark involvement unconfirmed but considered probable
2019-05-17,Unprovoked,FIJI,M,tiger shark
2019-05-14,Unprovoked,USA,M,8' shark
2019-05-14,Unprovoked,AUSTRALIA,M,
2018-05-09,Unprovoked,REUNION ISLAND,M,
2019-05-08,Unprovoked,USA,F,
2019-05-07,Unprovoked,USA,F,white shark
2019-05-04,Provoked,BRAZIL,M,lemon shark
2019-05-01,Unprovoked,USA,M,
,Unprovoked,AUSTRALIA,M,nurse shark
2019-04-23,Unprovoked,USA,F,tiger shark
2019-04-21,Unprovoked,USA,M,
2019-04-12,Questionable,USA,F,
2019-04-06,Questionable,USA,M,tiger shark
2019-04-06,Unprovoked,USA,M,cookiecutter shark
2019-04-05,Provoked,CHINA,F,tiger shark
2019-03-26,Watercraft,USA,M,12' shark
2019-03-25,Unprovoked,AUSTRALIA,M,"grey reef shark, 4' "
2019-03-22,Unprovoked,USA,M,4' shark
2019-03-21,Unprovoked,MEXICO,M,
2019-03-16,Unprovoked,USA,M,cookiecutter shark
2019-03-12,Unprovoked,USA,M,spinner shark
2019-03-05,Unprovoked,USA,M,
2019-03-05,Provoked,SOUTH AFRICA,M,2.5 m shark
2018-02-18,Unprovoked,USA,M,6' to 7' shark
2019-02-17,Unprovoked,AUSTRALIA,M,
2019-02-14,Unprovoked,BRAZIL,M,lemon shark
2019-02-10,Unprovoked,AUSTRALIA,M,"reef shark, "
2019-02-04,Unprovoked,USA,M,tiger shark
2019-02-04,Unprovoked,AUSTRALIA,M,
2019-02-02,Watercraft,SOUTH AFRICA,M,
2019-02-02,Unprovoked,USA,M,bull shark
2019-01-30,Unprovoked,REUNION ISLAND,M,
2019-01-29,Invalid,NEW ZEALAND,F,reported as shark bite but injury caused by stingray
2019-01-14,Unprovoked,AUSTRALIA,F,wobbegong shark
2019-01-10,Invalid,AUSTRALIA,F,reported as shark attacks but injuries caused by toadfish
2019-01-08,Unprovoked,USA,M,white shark
2018-12-18,Unprovoked,MEXICO,M,tiger shark
2018-12-15,Provoked,AUSTRALIA,M,wobbegong shark
2018-12-15,Unprovoked,NEW ZEALAND,M,mako shark
2018-12-09,Unprovoked,NEW ZEALAND,M,copper shark
2018-12-09,Unprovoked,AUSTRALIA,M,
2018-11-28,Unprovoked,AUSTRALIA,M,wobbegong shark
2018-11-24,Unprovoked,USA,M,
2018-11-18,Unprovoked,AUSTRALIA,M,reef shark x 2
2018-11-17,Unprovoked,AUSTRALIA,M,
2018-11-14,Watercraft,AUSTRALIA,M,tiger shark
2018-11-11,Unprovoked,SOUTH AFRICA,M,white shark
2018-11-11,Unprovoked,AUSTRALIA,M,tiger shark
2018-11-09,Unprovoked,BAHAMAS,M,nurse shark
2018-11-07,Unprovoked,AUSTRALIA,M,5' shark
2018-11-05,Unprovoked,AUSTRALIA,M,
2018-11-03,Unprovoked,EGYPT,M,white shark
2018-10-24,Unprovoked,AUSTRALIA,M,
2018-10-23,Unprovoked,USA,F,3' to 4' shark
2018-10-23,Unprovoked,USA,M,
2018-10-23,Unprovoked,USA,M,white shark
2018-10-19,Unprovoked,AUSTRALIA,M,bull shark
2018-10-19,Unprovoked,NEW ZEALAND,M,white shark
,Watercraft,SAMOA,M,
2018-10-13,Questionable,AUSTRALIA,M,white shark
2018-10-11,Unprovoked,USA,F,spinner shark
2018-10-08,Provoked,AUSTRALIA,M,"""reef shark"""
2018-09-29,Unprovoked,USA,M,white shark
2018-09-28,Unprovoked,AUSTRALIA,M,bull shark
2018-09-27,Watercraft,USA,M,white shark
2018-09-23,Provoked,FIJI,M,nurse shark
2018-09-23,Unprovoked,BAHAMAS,F,blacktip shark
2018-09-20,Questionable,USA,F,
2018-09-19,Unprovoked,JAMAICA,M,
2018-09-20,Unprovoked,AUSTRALIA,F,
2018-09-19,Unprovoked,AUSTRALIA,F,
2018-09-15,Unprovoked,USA,M,white shark
2018-09-08,Unprovoked,USA,M,
2018-09-08,Unprovoked,USA,M,tiger shark
2018-09-07,Unprovoked,USA,M,
2018-09-01,Provoked,IRELAND,M,blue shark
,Unprovoked,BAHAMAS,M,lemon shark
2018-08-24,Unprovoked,USA,M,5' to 8' shark
2018-08-20,Unprovoked,BAHAMAS,M,reef shark
2018-08-18,Unprovoked,USA,M,
2018-08-18,Unprovoked,ITALY,M,
2018-08-15,Unprovoked,BAHAMAS,F,nurse shark
2018-08-15,Questionable,USA,M,
2018-08-15,Unprovoked,USA,M,white shark
2018-08-09,Unprovoked,USA,M,bull shark
2018-08-05,Unprovoked,USA,M,blacktip shark
2018-08-05,Unprovoked,USA,F,
2018-08-03,Unprovoked,EGYPT,M,tiger shark
2018-07-29,Unprovoked,USA,M,
2018-07-24,Provoked,CHINA,F,
2018-07-18,Unprovoked,USA,M,tiger shark
2018-07-18,Unprovoked,USA,F,tiger shark
,Invalid,USA,F,
2018-07-15,Invalid,COLOMBIA,M,
2018-07-14,Provoked,USA,F,"salmon shark, juvenile"
2018-07-14,Under investigation,USA,F,
2018-07-13,Unprovoked,USA,M,
2018-07-13,Unprovoked,USA,M,
2018-07-11,Unprovoked,USA,M,
,Unprovoked,BAHAMAS,F,nurse shark
2018-07-07,Invalid,USA,M,"injury most likely caused by barracuda, not a shark"
2018-07-02,Unprovoked,USA,F,
2018-06-25,Watercraft,USA,F,white shark
2018-06-18,Provoked,USA,M,nurse shark
2018-06-18,Unprovoked,USA,F,
2018-06-09,Invalid,USA,M,
2018-06-08,Unprovoked,AUSTRALIA,M,2 m shark
2018-06-04,Provoked,MEXICO,M,tiger shark
2018-06-03,Unprovoked,AUSTRALIA,M,
2018-06-03,Unprovoked,BRAZIL,M,tiger shark
,Unprovoked,EGYPT,M,white shark
2018-05-27,Provoked,USA,M,lemon shark
2018-05-26,Unprovoked,USA,M,bull shark
2018-05-26,Unprovoked,USA,M,
2018-05-24,Provoked,AUSTRALIA,M,grey reef shark
2018-05-21,Unprovoked,USA,M,
2018-05-13,Unprovoked,USA,M,
2018-05-13,Invalid,ENGLAND,M,invalid incident
2018-05-01,Provoked,AUSTRALIA,F,nurse shark
2018-05-12,Unprovoked,SOUTH AFRICA,M,
2018-05-09,Questionable,AUSTRALIA,M,shark involvement not confirmed
,Unprovoked,THAILAND,M,
2018-04-28,Provoked,USA,M,tiger shark
2018-04-28,Unprovoked,COSTA RICA,M,tiger shark
2018-04-28,Unprovoked,AUSTRALIA,M,
2018-04-25,Questionable,AUSTRALIA,M,questionable
2018-04-25,Unprovoked,AUSTRALIA,M,3 m shark
2018-04-24,Unprovoked,AUSTRALIA,M,white shark
2018-04-23,Unprovoked,MALDIVES,M,tiger shark
2018-04-22,Unprovoked,SOUTH AFRICA,M,white shark
2018-04-19,Unprovoked,USA,M,6' shark
2018-04-15,Unprovoked,THAILAND,M,bull shark
2018-04-15,Unprovoked,BRAZIL,M,
2018-04-15,Unprovoked,AUSTRALIA,M,
2018-04-15,Unprovoked,AUSTRALIA,M,
2018-04-14,Unprovoked,BAHAMAS,M,tiger shark
,Invalid,BRAZIL,M,shark involvement not confirmed
2018-04-09,Unprovoked,NEW CALEDONIA,M,2 m shark
2018-04-05,Unprovoked,BAHAMAS,M,bull shark
2018-04-03,Unprovoked,SOUTH AFRICA,M,white shark
2018-03-31,Unprovoked,USA,M,tiger shark
2018-03-14,Unprovoked,AUSTRALIA,M,wobbegong shark
2018-03-09,Unprovoked,AUSTRALIA,M,3.5 m shark
2018-03-09,Unprovoked,AUSTRALIA,M,1.8 m shark
2018-02-24,Unprovoked,SOUTH AFRICA,M,blacktip shark
2018-02-23,Unprovoked,AUSTRALIA,F,white shark
2018-02-18,Provoked,AUSTRALIA,M,
2018-02-15,Unprovoked,AUSTRALIA,M,bull shark
2018-02-14,Invalid,AUSTRALIA,F,possibly a wobbegong
2018-02-11,Invalid,BRAZIL,F,"injury believed caused by an eel, not a shark"
2018-02-03,Unprovoked,ECUADOR,M,galapagos shark
2018-02-01,Invalid,AUSTRALIA,M,2m shark
2018-01-28,Unprovoked,AUSTRALIA,M,bull shark
2018-01-21,Unprovoked,NEW CALEDONIA,M,bull shark
2018-01-17,Unprovoked,FRENCH POLYNESIA,M,lemon shark
2018-01-14,Unprovoked,AUSTRALIA,M,grey reef shark. 2 m
2018-01-13,Unprovoked,AUSTRALIA,M,white shark
2018-01-12,Unprovoked,BRAZIL,M,small shark
2018-01-05,Unprovoked,AUSTRALIA,M,wobbegong shark?
2017-12-31,Unprovoked,USA,F,tiger shark
2017-12-30,Unprovoked,USA,F,
2017-12-21,Provoked,MALAYSIA,M,nurse shark
2017-12-09,Unprovoked,BAHAMAS,F,nurse shark
2017-12-01,Unprovoked,Australia,M,white shark
2017-11-30,Unprovoked,COSTA RICA,M,tiger shark
2017-11-30,Unprovoked,COSTA RICA,F,tiger shark
,Sea Disaster,LIBYA,,blue shark
2017-11-24,Unprovoked,USA,M,white shark
2017-11-18,Unprovoked,USA,F,
,Unprovoked,,M,
2017-11-13,Unprovoked,AUSTRALIA,M,2 m shark
2017-11-04,Unprovoked,CUBA,M,tiger shark
2017-11-02,Unprovoked,USA,M,
,Unprovoked,AUSTRALIA,M,cookiecutter shark
2017-10-28,Unprovoked,AUSTRALIA,M,"wobbegong shark, 1 m"
2017-10-26,Unprovoked,USA,M,
2017-10-23,Unprovoked,MAURITIUS,M,
2017-10-23,Unprovoked,USA,M,
2017-10-23,Unprovoked,USA,F,
2017-10-22,Unprovoked,AUSTRALIA,F,white shark
2017-10-21,Watercraft,NEW ZEALAND,M,2 m shark
2017-10-18,Unprovoked,USA,M,spinner shark
2017-10-09,Unprovoked,USA,M,tiger shark
2017-10-05,Unprovoked,USA,F,8' shark
2017-10-01,Invalid,SOUTH AFRICA,M,
2017-09-25,Unprovoked,USA,M,5' shark
2017-09-25,Unprovoked,AUSTRALIA,M,white shark
2017-09-24,Invalid,USA,M,questionable
2017-09-24,Unprovoked,USA,M,4' to 5' shark
2017-09-20,Unprovoked,USA,M,
2017-09-16,Unprovoked,SPAIN,M,"porbeagle, 1.5 m"
2017-09-16,Unprovoked,USA,M,
2017-09-15,Invalid,SOUTH AFRICA,M,
2017-09-15,,SAMOA,M,
2017-09-01,Watercraft,AUSTRALIA,,white shark
2017-09-13,Unprovoked,USA,M,5' to 6' shark
2017-09-10,Unprovoked,AUSTRALIA,M,
2017-09-10,Unprovoked,AUSTRALIA,M,white shark
,Unprovoked,SOLOMON ISLANDS,M,
2017-09-03,Unprovoked,SOUTH AFRICA,M,
2017-09-03,Unprovoked,JAPAN,M,
2017-09-02,Unprovoked,USA,M,nurse shark
2017-09-02,Unprovoked,USA,F,
2017-09-02,Unprovoked,USA,M,
2017-08-29,Unprovoked,AUSTRALIA,M,white shark
2017-08-27,Unprovoked,USA,F,
2017-08-26,Invalid,SPAIN,F,shark involvement questionable
2017-08-26,Watercraft,NEW ZEALAND,M,
2017-08-23,Unprovoked,USA,M,white shark
2017-08-18,Unprovoked,BAHAMAS,M,5' shark
2017-08-10,Unprovoked,USA,M,blacktip shark
2017-08-05,Unprovoked,EGYPT,F,white shark
2017-08-03,Provoked,USA,M,4' shark
2017-08-01,Watercraft,USA,M,white shark
2017-07-31,Unprovoked,USA,M,
2017-07-29,Invalid,USA,M,a small shark
2017-07-29,Unprovoked,USA,F,
2017-07-27,Unprovoked,BAHAMAS,F,
,Unprovoked,BAHAMAS,M,
2017-07-24,Unprovoked,"ST HELENA, British overseas territory",M,
2017-07-23,Unprovoked,USA,F,tiger shark
2017-07-23,Unprovoked,SPAIN,F,blue shark
2017-07-22,Unprovoked,USA,F,"""a small shark"""
2017-07-20,Invalid,USA,F,shark involvement not confirmed
2017-07-20,Watercraft,USA,M,white shark
2017-07-20,Unprovoked,USA,M,white shark
2017-07-14,Unprovoked,USA,M,white shark
2017-07-14,Unprovoked,AUSTRALIA,M,
2017-07-11,Watercraft,USA,M,white shark
2017-07-09,Unprovoked,USA,M,bull shark
,Provoked,MEXICO,M,tiger shark
2017-07-07,Unprovoked,SOUTH AFRICA,F,white shark
2017-07-02,Invalid,COMOROS,,shark involvement prior to death not confirmed
2017-06-29,Invalid,USA,M,no shark invovlement 
2017-06-21,Unprovoked,USA,F,
2017-06-19,Unprovoked,USA,M,
2017-06-18,Unprovoked,USA,F,bull shark
2017-06-18,Unprovoked,REUNION,M,bull shark
2017-06-17,Unprovoked,SPAIN,M,
2017-06-05,Unprovoked,FRENCH POLYNESIA,M,
,Unprovoked,BAHAMAS,F,
2017-06-11,Unprovoked,AUSTRALIA,M,white shark
2017-06-10,Unprovoked,AUSTRALIA,F,seven-gill shark
2017-06-10,Unprovoked,USA,M,
,Unprovoked,UNITED KINGDOM,M,"3m shark, probably a smooth hound"
2017-06-04,Unprovoked,USA,M,8' shark
2017-06-02,Unprovoked,BAHAMAS,F,tiger shark
2017-05-30,Provoked,USA,F,3' shark
2017-05-28,Unprovoked,USA,M,tiger shark
2017-05-27,Invalid,AUSTRALIA,M,
2017-05-12,Unprovoked,UNITED ARAB EMIRATES,M,
,Provoked,AUSTRALIA,M,9' shark
2017-05-05,Unprovoked,MEXICO,M,
2017-05-03,Invalid,USA,F,shark involvement highly doubtful
2017-04-29,Unprovoked,USA,F,
2017-04-29,Unprovoked,SOUTH AFRICA,M,
2017-04-29,Unprovoked,USA,F,
2017-04-29,Unprovoked,REUNION,M,
2017-04-27,Unprovoked,NEW ZEALAND,F,
2017-04-26,Invalid,USA,F,no shark invovlement - it ws a publicity stunt
2017-04-22,Unprovoked,"ST HELENA, British overseas territory",F,
2017-04-20,Invalid,USA,M,shark involvement not confirmed
2017-04-17,Unprovoked,USA,,
2017-04-17,Unprovoked,AUSTRALIA,F,white shark
2017-04-14,Unprovoked,USA,M,tiger shark
2017-04-13,Unprovoked,USA,M,
2017-04-12,Unprovoked,USA,F,
2017-04-12,Invalid,SOUTH AFRICA,M,shark involvement prior to death not confirmed
2017-04-11,Unprovoked,USA,F,
2017-04-10,Unprovoked,USA,F,
2017-04-10,Unprovoked,USA,F,
2017-04-06,Unprovoked,USA,M,
2017-04-05,Unprovoked,USA,F,
2017-04-02,Unprovoked,AUSTRALIA,M,
2017-04-02,Unprovoked,USA,F,bull shark
2017-03-27,Unprovoked,USA,M,
2017-03-19,Unprovoked,AUSTRALIA,M,
2017-03-18,Watercraft,USA,M,white shark
2017-03-11,Unprovoked,PHILIPPINES,M,10' shark
,Unprovoked,BAHAMAS,M,lemon shark
2017-03-07,Provoked,MEXICO,M,
2017-03-01,Unprovoked,BAHAMAS,F,nurse shark
2017-02-25,Unprovoked,AUSTRALIA,F,bull shark
2017-02-24,Unprovoked,AUSTRALIA,M,
2017-02-21,Unprovoked,REUNION,M,
2017-02-17,Unprovoked,AUSTRALIA,M,
2017-02-11,Unprovoked,USA,M,
2017-02-06,Provoked,BRAZIL,F,lemon shark
2017-02-06,Watercraft,SOUTH AFRICA,M,tiger shark
2017-02-01,Watercraft,USA,,white shark
2017-02-01,Unprovoked,BAHAMAS,M,caribbean reef shark
2017-01-24,Unprovoked,BRAZIL,M,
2017-01-22,Unprovoked,USA,M,
2017-01-21,Unprovoked,AUSTRALIA,M,bull shark
2017-01-13,Unprovoked,AUSTRALIA,M,
2017-01-13,Unprovoked,USA,M,
2017-01-09,Unprovoked,INDONESIA,M,bull shark
,Invalid,AUSTRALIA,M,bull shark
2017-01-05,Unprovoked,USA,M,
2017-01-03,Invalid,AUSTRALIA,M,shark involvement not confirmed
2016-12-27,Unprovoked,USA,M,
2016-12-24,Unprovoked,AUSTRALIA,F,a small shark
2016-12-19,Unprovoked,SOUTH AFRICA,M,white shark
2016-12-14,Unprovoked,AUSTRALIA,M,
2016-12-11,Unprovoked,FRENCH POLYNESIA,M,
2016-12-11,Invalid,USA,M,shark involvement not confirmed
2016-12-06,Provoked,AUSTRALIA,M,"wobbegong shark, 2m"
2016-12-01,Unprovoked,AUSTRALIA,M,white shark
2016-11-28,Provoked,AUSTRALIA,M,broadnose sevengill shark
2016-11-17,Unprovoked,Mozambique,M,unknown
2016-11-14,Unprovoked,USA,F,tiger shark
2016-10-30,Unprovoked,USA,M,
2016-10-29,Unprovoked,USA,M,
2016-10-24,Unprovoked,AUSTRALIA,M,
2016-10-21,Unprovoked,USA,M, 6' to 8' shark
2016-10-15,Unprovoked,AUSTRALIA,M,
2016-10-14,Unprovoked,USA,F,
2016-10-13,Invalid,MEXICO,M,white shark
2016-10-12,Unprovoked,AUSTRALIA,M,
2016-10-10,Unprovoked,USA,M,
2016-10-03,Unprovoked,Mozambique,M,unknown
2016-10-02,Unprovoked,USA,M,
2016-10-01,Unprovoked,USA,M,
2016-09-26,Unprovoked,AUSTRALIA,M,white shark
2016-09-18,Unprovoked,USA,M,
2016-09-18,Unprovoked,USA,M,
2016-09-18,Unprovoked,USA,M,
2016-09-17,Unprovoked,USA,M,
2016-09-17,Unprovoked,AUSTRALIA,M,
2016-09-16,Unprovoked,AUSTRALIA,M,2 m shark
2016-09-15,Watercraft,AUSTRALIA,,
2016-09-11,Unprovoked,USA,M,3' to 4' shark
2016-09-07,Unprovoked,USA,F,tiger shark
2016-09-06,Unprovoked,NEW CALEDONIA,M,
2016-09-05,Unprovoked,USA,F,
2016-09-05,Unprovoked,AUSTRALIA,M,
2016-09-04,Unprovoked,USA,M,
2016-09-01,Unprovoked,USA,M,white shark
2016-09-01,Invalid,MEXICO,,invalid
2016-08-29,Unprovoked,USA,M,bull shark
2016-08-29,Unprovoked,USA,M,
2016-08-27,Unprovoked,REUNION,M,bull shark
2016-08-25,Unprovoked,USA,M,
2016-08-07,Unprovoked,BAHAMAS,M,
2016-08-06,Unprovoked,USA,M,tiger shark
2016-08-04,Unprovoked,USA,M,blacktip shark
2016-07-29,Unprovoked,SPAIN,M,blue shark
2016-07-28,Unprovoked,CHINA,M,
2016-07-28,Watercraft,AUSTRALIA,M,white shark
2016-07-27,Provoked,USA,M,nurse shark
2016-07-26,Unprovoked,AUSTRALIA,M,
2016-07-24,Unprovoked,JAPAN,M,
2016-07-23,Unprovoked,AUSTRALIA,M,
2016-07-23,Unprovoked,BAHAMAS,M,bull shark
2016-07-20,Provoked,AUSTRALIA,M,"reef shark, 1m"
2016-07-17,Watercraft,USA,,tiger shark
2016-07-16,Unprovoked,USA,F,
2016-07-16,Unprovoked,USA,F,
2016-07-15,Unprovoked,USA,M,white shark
2016-07-15,Unprovoked,USA,M,
,Unprovoked,BAHAMAS,M,lemon shark
,Unprovoked,SPAIN,F,angel shark
2016-07-08,Watercraft,USA,M,white shark
2016-07-07,Provoked,USA,M,dogfish shark
2016-07-07,Watercraft,USA,M,white shark
2016-07-06,Unprovoked,USA,F,
2016-07-04,Provoked,AUSTRALIA,M,nurse shark
2016-06-27,Unprovoked,USA,M,3' to 4' shark
2016-06-25,Unprovoked,USA,M,
2016-06-24,Unprovoked,COLUMBIA,M,caribbean reef shark
2016-06-23,Unprovoked,SOUTH AFRICA,M,white shark
2016-06-21,Unprovoked,USA,M,3' to 5' shark
2016-06-21,Unprovoked,USA,M,
2016-06-15,Unprovoked,USA,M,3' to 4' shark
2016-06-15,Provoked,AUSTRALIA,M,5' shark
2016-06-14,Unprovoked,USA,F,3' to 4' shark
2016-06-11,Unprovoked,USA,M,3' shark
2016-06-07,Invalid,USA,M,said to involve an 8' shark but more likely damage caused by debris
2016-06-05,Unprovoked,USA,M,
2016-06-05,Unprovoked,AUSTRALIA,F,3+ m shark
2016-06-04,Unprovoked,EGYPT,M,mako shark
2016-06-02,Unprovoked,AUSTRALIA,M,copper shark
2016-06-02,Unprovoked,NEW CALEDONIA,M,3 m shark
2016-05-31,Unprovoked,AUSTRALIA,M,white shark
2016-05-29,Unprovoked,USA,F,
2016-05-29,Unprovoked,USA,M,5' shark
2016-05-22,Unprovoked,USA,F,
2016-05-21,Unprovoked,USA,F,bull shark
2016-05-21,Unprovoked,USA,F,
2016-05-18,Unprovoked,USA,M,blacktip shark
2016-05-15,Provoked,USA,F,nurse shark
2016-05-03,Unprovoked,USA,M,
2016-05-02,Provoked,NEW ZEALAND,M,mako shark
2016-05-01,Unprovoked,USA,F,blacktip shark
2016-04-25,Unprovoked,INDONESIA,M,bull shark
2016-04-23,Unprovoked,USA,M,
2016-04-22,Unprovoked,SOUTH AFRICA,M,white shark
2016-04-19,Unprovoked,AUSTRALIA,M,wobbegong shark
2016-04-18,Provoked,FRENCH POLYNESIA,M,"grey reef shark, 2 m"
2016-04-18,Provoked,FRENCH POLYNESIA,M,"grey reef shark, 2 m"
2016-04-13,Unprovoked,USA,M,bull shark
2016-04-09,Unprovoked,NEW CALEDONIA,F,tiger shark
2016-04-08,Invalid,CAPE VERDE,M,shark involvement not confirmed
2016-04-07,Unprovoked,USA,M,5' to 6' shark
2016-04-07,Invalid,USA,M,
2016-03-31,Unprovoked,USA,F,
2016-03-30,Unprovoked,AUSTRALIA,M,
2016-03-28,Unprovoked,USA,M,shark involvement not confirmed
2016-03-28,Unprovoked,AUSTRALIA,M,
2016-03-26,Provoked,BAHAMAS,M,nurse shark
2016-03-13,Invalid,USA,,shark involvement not confirmed
2016-03-11,Unprovoked,USA,M,
2016-03-10,Unprovoked,Fiji,M,
2016-03-04,Unprovoked,USA,M,
,Unprovoked,AUSTRALIA,M,copper shark
2016-03-02,Unprovoked,BRAZIL,M,tiger shark
2016-02-22,Unprovoked,NEW CALEDONIA,M,
2016-02-19,Unprovoked,NEW CALEDONIA,M,
2016-02-12,Unprovoked,DOMINICAN REPUBLIC,F,
,Invalid,CAYMAN ISLANDS,M,no shark involvement
2016-02-10,Invalid,AUSTRALIA,M,no shark involvement
2016-02-05,Unprovoked,AUSTRALIA,F,
2016-02-04,Unprovoked,AUSTRALIA,M,
2016-02-02,Unprovoked,BRAZIL,M,tiger shark
2016-01-29,Watercraft,SOUTH AFRICA,M,
2016-01-28,Unprovoked,USA,M,"reef shark, 5'"
2016-01-25,Unprovoked,USA,F,
2016-01-24,Unprovoked,USA,M,bull shark
2016-01-24,Watercraft,UNITED ARAB EMIRATES,M,mako shark
2016-01-23,Unprovoked,USA,M,tiger shark
,Unprovoked,AUSTRALIA,M,wobbegong shark
2016-01-05,Unprovoked,AUSTRALIA,M,blacktip shark
2016-01-02,Unprovoked,AUSTRALIA,M,3 m shark
2015-12-26,Watercraft,SOUTH AFRICA,M,white shark
2015-12-25,Unprovoked,SPAIN,F,"silky shark, 6.5'"
2015-12-22,Unprovoked,USA,M,9' shark
2015-12-21,Unprovoked,AUSTRALIA,M,copper shark
2015-12-21,Unprovoked,BRAZIL,M,tiger shark
2015-12-19,Unprovoked,ARUBA,M,
2015-12-13,Watercraft,AUSTRALIA,,white shark
2015-12-11,Unprovoked,BAHAMAS,M,bull shark
2015-12-08,Unprovoked,SOUTH AFRICA,F,
2015-11-20,Unprovoked,ECUADOR,M,galapagos shark
2015-11-16,Unprovoked,USA,M,
2015-11-15,Unprovoked,USA,F,
2015-11-15,Unprovoked,USA,M,spinner shark
2015-11-10,Unprovoked,AUSTRALIA,M,bull shark
2015-11-07,Invalid,USA,F,shark involvement not confirmed
2015-11-03,Unprovoked,USA,M,
2015-11-01,Unprovoked,USA,F,3' to 5' shark
2015-11-01,Unprovoked,MOZAMBIQUE,M,
2015-10-30,Unprovoked,AUSTRALIA,M,
2015-10-28,Unprovoked,USA,M,
2015-10-25,Unprovoked,SOUTH AFRICA,M,white shark
2015-10-21,Unprovoked,USA,M,5' shark
2015-10-19,Unprovoked,USA,M,spinner shark
2015-10-17,Unprovoked,MOZAMBIQUE,F,
2015-10-17,Invalid,USA,M,no shark involvement
2015-10-17,Unprovoked,USA,M,tiger shark
2015-10-13,Watercraft,USA,M,hammerhead shark
2015-10-09,Unprovoked,USA,F,
2015-10-09,Unprovoked,USA,M,tiger shark
2015-10-08,Unprovoked,MOZAMBIQUE,M,
2015-10-07,Unprovoked,AUSTRALIA,M,
2015-10-05,Unprovoked,USA,M,
2015-10-05,Unprovoked,USA,M,4' to 5' shark
2015-10-04,Unprovoked,USA,M,blacktip shark
2015-09-29,Unprovoked,USA,M,blacktip shark
2015-09-26,Unprovoked,AUSTRALIA,F,
2015-09-24,Watercraft,USA,M,white shark
2015-09-20,Unprovoked,USA,M,juvenile shark
2015-09-20,Unprovoked,USA,M,tiger shark
2015-09-20,Unprovoked,USA,M,4' shark
2015-09-20,Unprovoked,USA,M,
2015-09-19,Watercraft,USA,M,hammerhead shark
2015-09-18,Unprovoked,USA,M,
2015-09-17,Unprovoked,USA,M,
2015-09-08,Unprovoked,AUSTRALIA,M,6' shark
2015-09-06,Unprovoked,USA,F,white shark
2015-09-05,Provoked,USA,M,hammerhead shark
2015-09-04,Unprovoked,AUSTRALIA,M,white shark
2015-09-03,Unprovoked,USA,M,4' shark?
2015-09-01,Unprovoked,THAILAND,F,small shark
2015-09-01,Unprovoked,FIJI,M,tiger shark
2015-08-29,Unprovoked,USA,F,white shark
2015-08-29,Unprovoked,USA,M,white shark
2015-08-22,Invalid,USA,M,shark involvement not confirmed
2015-08-22,Unprovoked,AUSTRALIA,M,
2015-08-20,Unprovoked,USA,M,4' shark
2015-08-19,Unprovoked,USA,F,3' shark
2015-08-18,Watercraft,USA,M,white shark
2015-08-18,Invalid,SPAIN,M,shark involvement not confirmed
2015-08-10,Provoked,USA,M,hammerhead shark
2015-07-31,Unprovoked,AUSTRALIA,M,white shark
2015-07-28,Unprovoked,COSTA RICA,M,
2015-07-27,,AUSTRALIA,M,
2015-07-26,Unprovoked,USA,M,blacktip shark
2015-07-26,Invalid,USA,F,"thought to involve a 3' to 4' shark, but shark involvement not confirmed"
2015-07-25,Unprovoked,AUSTRALIA,M,white shark
2015-07-23,Provoked,USA,M,mako shark
2015-07-23,Unprovoked,AUSTRALIA,M,copper shark
2015-07-22,Unprovoked,REUNION,M,bull shark
2015-07-19,Unprovoked,SOUTH AFRICA,M,white shark
2015-07-10,Unprovoked,USA,M,white shark
2015-07-08,Invalid,USA,M,shark involvement not cofirmed
2015-07-06,Invalid,FRENCH POLYNESIA,M,no shark involvement
2015-07-04,Unprovoked,BAHAMAS,F,6' shark
2015-07-04,Unprovoked,USA,M,
2015-07-03,Unprovoked,AUSTRALIA,M,white shark
2015-07-02,Unprovoked,AUSTRALIA,M,white shark
2015-07-01,Unprovoked,USA,M,6' to 7' shark
2015-06-30,Unprovoked,AUSTRALIA,M,
2015-06-30,Unprovoked,USA,M,4' to 5' shark
2015-06-27,Unprovoked,USA,M,bull shark
2015-06-27,Unprovoked,SOUTH AFRICA,M,white shark
2015-06-26,Invalid,USA,F,shark involvement not confirmed
2015-06-26,Unprovoked,SOUTH AFRICA,M,white shark
2015-06-26,Unprovoked,USA,M,4' shark
,Provoked,AUSTRALIA,M,wobbegong shark
2015-06-25,Unprovoked,USA,M,
2015-06-24,Unprovoked,USA,M,tiger shark
2015-06-24,Invalid,AUSTRALIA,F,white shark
2015-06-23,Unprovoked,USA,M,small shark
2015-06-19,Unprovoked,PUERTO RICO,M,
2015-06-17,Unprovoked,USA,M,
2015-06-14,Unprovoked,USA,M,bull shark
2015-06-14,Unprovoked,USA,F,bull shark
2015-06-13,Unprovoked,USA,F,mako shark
2015-06-11,Unprovoked,USA,F,4' shark
